Probe	"Mix A (0% Jurkat, 0% tumor)"	"Mix B (0% Jurkat, 0% tumor)"	"Mix C (0% Jurkat, 0% tumor)"	"Mix D (0% Jurkat, 0% tumor)"	"Mix E (0% Jurkat, 0% tumor)"	"Mix A (0.5% Jurkat, 0% tumor)"	"Mix B (0.5% Jurkat, 0% tumor)"	"Mix C (0.5% Jurkat, 0% tumor)"	"Mix D (0.5% Jurkat, 0% tumor)"	"Mix E (0.5% Jurkat, 0% tumor)"	"Mix A (0.75% Jurkat, 0% tumor)"	"Mix B (0.75% Jurkat, 0% tumor)"	"Mix C (0.75% Jurkat, 0% tumor)"	"Mix D (0.75% Jurkat, 0% tumor)"	"Mix E (0.75% Jurkat, 0% tumor)"	"Mix A (1% Jurkat, 0% tumor)"	"Mix B (1% Jurkat, 0% tumor)"	"Mix C (1% Jurkat, 0% tumor)"	"Mix D (1% Jurkat, 0% tumor)"	"Mix E (1% Jurkat, 0% tumor)"	"Mix A (2.5% Jurkat, 0% tumor)"	"Mix B (2.5% Jurkat, 0% tumor)"	"Mix C (2.5% Jurkat, 0% tumor)"	"Mix D (2.5% Jurkat, 0% tumor)"	"Mix E (2.5% Jurkat, 0% tumor)"	"Mix A (5% Jurkat, 0% tumor)"	"Mix B (5% Jurkat, 0% tumor)"	"Mix C (5% Jurkat, 0% tumor)"	"Mix D (5% Jurkat, 0% tumor)"	"Mix E (5% Jurkat, 0% tumor)"	"Mix A (7.5% Jurkat, 0% tumor)"	"Mix B (7.5% Jurkat, 0% tumor)"	"Mix C (7.5% Jurkat, 0% tumor)"	"Mix D (7.5% Jurkat, 0% tumor)"	"Mix E (7.5% Jurkat, 0% tumor)"	"Mix A (10% Jurkat, 0% tumor)"	"Mix B (10% Jurkat, 0% tumor)"	"Mix C (10% Jurkat, 0% tumor)"	"Mix D (10% Jurkat, 0% tumor)"	"Mix E (10% Jurkat, 0% tumor)"	"Mix A (0% Jurkat, 30% tumor)"	"Mix B (0% Jurkat, 30% tumor)"	"Mix C (0% Jurkat, 30% tumor)"	"Mix D (0% Jurkat, 30% tumor)"	"Mix E (0% Jurkat, 30% tumor)"	"Mix A (0.5% Jurkat, 30% tumor)"	"Mix B (0.5% Jurkat, 30% tumor)"	"Mix C (0.5% Jurkat, 30% tumor)"	"Mix D (0.5% Jurkat, 30% tumor)"	"Mix E (0.5% Jurkat, 30% tumor)"	"Mix A (0.75% Jurkat, 30% tumor)"	"Mix B (0.75% Jurkat, 30% tumor)"	"Mix C (0.75% Jurkat, 30% tumor)"	"Mix D (0.75% Jurkat, 30% tumor)"	"Mix E (0.75% Jurkat, 30% tumor)"	"Mix A (1% Jurkat, 30% tumor)"	"Mix B (1% Jurkat, 30% tumor)"	"Mix C (1% Jurkat, 30% tumor)"	"Mix D (1% Jurkat, 30% tumor)"	"Mix E (1% Jurkat, 30% tumor)"	"Mix A (2.5% Jurkat, 30% tumor)"	"Mix B (2.5% Jurkat, 30% tumor)"	"Mix C (2.5% Jurkat, 30% tumor)"	"Mix D (2.5% Jurkat, 30% tumor)"	"Mix E (2.5% Jurkat, 30% tumor)"	"Mix A (5% Jurkat, 30% tumor)"	"Mix B (5% Jurkat, 30% tumor)"	"Mix C (5% Jurkat, 30% tumor)"	"Mix D (5% Jurkat, 30% tumor)"	"Mix E (5% Jurkat, 30% tumor)"	"Mix A (7.5% Jurkat, 30% tumor)"	"Mix B (7.5% Jurkat, 30% tumor)"	"Mix C (7.5% Jurkat, 30% tumor)"	"Mix D (7.5% Jurkat, 30% tumor)"	"Mix E (7.5% Jurkat, 30% tumor)"	"Mix A (10% Jurkat, 30% tumor)"	"Mix B (10% Jurkat, 30% tumor)"	"Mix C (10% Jurkat, 30% tumor)"	"Mix D (10% Jurkat, 30% tumor)"	"Mix E (10% Jurkat, 30% tumor)"	"Mix A (0% Jurkat, 60% tumor)"	"Mix B (0% Jurkat, 60% tumor)"	"Mix C (0% Jurkat, 60% tumor)"	"Mix D (0% Jurkat, 60% tumor)"	"Mix E (0% Jurkat, 60% tumor)"	"Mix A (0.5% Jurkat, 60% tumor)"	"Mix B (0.5% Jurkat, 60% tumor)"	"Mix C (0.5% Jurkat, 60% tumor)"	"Mix D (0.5% Jurkat, 60% tumor)"	"Mix E (0.5% Jurkat, 60% tumor)"	"Mix A (0.75% Jurkat, 60% tumor)"	"Mix B (0.75% Jurkat, 60% tumor)"	"Mix C (0.75% Jurkat, 60% tumor)"	"Mix D (0.75% Jurkat, 60% tumor)"	"Mix E (0.75% Jurkat, 60% tumor)"	"Mix A (1% Jurkat, 60% tumor)"	"Mix B (1% Jurkat, 60% tumor)"	"Mix C (1% Jurkat, 60% tumor)"	"Mix D (1% Jurkat, 60% tumor)"	"Mix E (1% Jurkat, 60% tumor)"	"Mix A (2.5% Jurkat, 60% tumor)"	"Mix B (2.5% Jurkat, 60% tumor)"	"Mix C (2.5% Jurkat, 60% tumor)"	"Mix D (2.5% Jurkat, 60% tumor)"	"Mix E (2.5% Jurkat, 60% tumor)"	"Mix A (5% Jurkat, 60% tumor)"	"Mix B (5% Jurkat, 60% tumor)"	"Mix C (5% Jurkat, 60% tumor)"	"Mix D (5% Jurkat, 60% tumor)"	"Mix E (5% Jurkat, 60% tumor)"	"Mix A (7.5% Jurkat, 60% tumor)"	"Mix B (7.5% Jurkat, 60% tumor)"	"Mix C (7.5% Jurkat, 60% tumor)"	"Mix D (7.5% Jurkat, 60% tumor)"	"Mix E (7.5% Jurkat, 60% tumor)"	"Mix A (10% Jurkat, 60% tumor)"	"Mix B (10% Jurkat, 60% tumor)"	"Mix C (10% Jurkat, 60% tumor)"	"Mix D (10% Jurkat, 60% tumor)"	"Mix E (10% Jurkat, 60% tumor)"	"Mix A (0% Jurkat, 90% tumor)"	"Mix B (0% Jurkat, 90% tumor)"	"Mix C (0% Jurkat, 90% tumor)"	"Mix D (0% Jurkat, 90% tumor)"	"Mix E (0% Jurkat, 90% tumor)"	"Mix A (0.5% Jurkat, 90% tumor)"	"Mix B (0.5% Jurkat, 90% tumor)"	"Mix C (0.5% Jurkat, 90% tumor)"	"Mix D (0.5% Jurkat, 90% tumor)"	"Mix E (0.5% Jurkat, 90% tumor)"	"Mix A (0.75% Jurkat, 90% tumor)"	"Mix B (0.75% Jurkat, 90% tumor)"	"Mix C (0.75% Jurkat, 90% tumor)"	"Mix D (0.75% Jurkat, 90% tumor)"	"Mix E (0.75% Jurkat, 90% tumor)"	"Mix A (1% Jurkat, 90% tumor)"	"Mix B (1% Jurkat, 90% tumor)"	"Mix C (1% Jurkat, 90% tumor)"	"Mix D (1% Jurkat, 90% tumor)"	"Mix E (1% Jurkat, 90% tumor)"	"Mix A (2.5% Jurkat, 90% tumor)"	"Mix B (2.5% Jurkat, 90% tumor)"	"Mix C (2.5% Jurkat, 90% tumor)"	"Mix D (2.5% Jurkat, 90% tumor)"	"Mix E (2.5% Jurkat, 90% tumor)"	"Mix A (5% Jurkat, 90% tumor)"	"Mix B (5% Jurkat, 90% tumor)"	"Mix C (5% Jurkat, 90% tumor)"	"Mix D (5% Jurkat, 90% tumor)"	"Mix E (5% Jurkat, 90% tumor)"	"Mix A (7.5% Jurkat, 90% tumor)"	"Mix B (7.5% Jurkat, 90% tumor)"	"Mix C (7.5% Jurkat, 90% tumor)"	"Mix D (7.5% Jurkat, 90% tumor)"	"Mix E (7.5% Jurkat, 90% tumor)"	"Mix A (10% Jurkat, 90% tumor)"	"Mix B (10% Jurkat, 90% tumor)"	"Mix C (10% Jurkat, 90% tumor)"	"Mix D (10% Jurkat, 90% tumor)"	"Mix E (10% Jurkat, 90% tumor)"
226333_at	1039.463308	1348.378576	3468.075308	1738.402614	4031.631507	1034.37689	1341.747581	3450.84583	1729.821499	4011.584247	1031.833681	1338.432084	3442.231091	1725.530941	4001.560618	1029.290471	1335.116587	3433.616352	1721.240384	3991.536988	1014.031216	1315.223603	3381.927917	1695.497039	3931.39521	988.599125	1282.068629	3295.780525	1652.591465	3831.158914	963.1670334	1248.913656	3209.633134	1609.685891	3730.922617	937.7349419	1215.758683	3123.485742	1566.780317	3630.686321	796.4060928	1012.64678	2496.434493	1285.663607	2890.923832	792.8455999	1008.005084	2484.373858	1279.656826	2876.89075	791.0653535	1005.684236	2478.343541	1276.653436	2869.87421	789.2851071	1003.363388	2472.313223	1273.650046	2862.857669	778.6036287	989.4382989	2436.131319	1255.629705	2820.758424	760.8011646	966.2298177	2375.828145	1225.595803	2750.593017	742.9987005	943.0213364	2315.524971	1195.561901	2680.427609	725.1962364	919.8128551	2255.221797	1165.527999	2610.262202	553.3488775	676.9149846	1524.793678	832.9245997	1750.216157	551.3143102	674.2625867	1517.901886	829.4921537	1742.197253	550.2970265	672.9363878	1514.455991	827.7759308	1738.187801	549.2797428	671.6101889	1511.010095	826.0597078	1734.178349	543.1760409	663.6529953	1490.334721	815.76237	1710.121638	533.0032042	650.391006	1455.875764	798.6001403	1670.02712	522.8303676	637.1290167	1421.416808	781.4379107	1629.932601	512.657531	623.8670274	1386.957851	764.275681	1589.838083	310.2916622	341.183189	553.1528622	380.1855928	609.5084821	309.7830204	340.5200895	551.4299144	379.3274813	607.5037561	309.5286995	340.1885398	550.5684405	378.8984255	606.5013932	309.2743785	339.8569901	549.7069666	378.4693698	605.4990302	307.7484531	337.8676917	544.5381231	375.8950353	599.4848524	305.2052439	334.5521943	535.9233839	371.6044779	589.4612228	302.6620347	331.236697	527.3086448	367.3139205	579.4375931	300.1188256	327.9211997	518.6939056	363.0233631	569.4139635
226548_at	17.29121931	13.84272874	11.33094813	14.48714983	11.37692279	21.63008759	18.19883947	15.69961776	18.84003846	15.74536255	23.79952172	20.37689483	17.88395257	21.01648277	17.92958242	25.96895586	22.55495019	20.06828739	23.19292708	20.1138023	38.98556068	35.62328237	33.17429628	36.25159294	33.21912157	60.67990206	57.40383601	55.01764443	58.01603605	55.06132036	82.37424343	79.18438964	76.86099258	79.78047916	76.90351914	104.0685848	100.9649433	98.70434073	101.5449223	98.74571793	96.19870152	93.78475812	92.02651169	94.23585289	92.05869395	99.23590931	96.83403563	95.08458043	97.28287492	95.11660178	100.7545132	98.35867438	96.6136148	98.80638594	96.6455557	102.2731171	99.88331314	98.14264917	100.329897	98.17450961	111.3847405	109.0311457	107.3168554	109.4709631	107.3482331	126.5707794	124.2775332	122.6071991	124.7060732	122.6377723	141.7568184	139.5239208	137.8975428	139.9411834	137.9273114	156.9428574	154.7703083	153.1878865	155.1762936	153.2168506	175.1061837	173.7267875	172.7220753	173.9845559	172.7404651	176.841731	175.4692318	174.4695431	175.7257114	174.487841	177.7095047	176.3404539	175.343277	176.5962891	175.361529	178.5772783	177.2116761	176.217011	177.4668668	176.2352169	183.7839203	182.439009	181.4594145	182.6903332	181.4773446	192.4616568	191.1512304	190.1967538	191.3961104	190.2142241	201.1393934	199.8634519	198.934093	200.1018877	198.9511037	209.8171299	208.5756733	207.6714323	208.8076649	207.6879832	254.0136659	253.6688169	253.4176388	253.733259	253.4222363	254.4475528	254.104428	253.8545058	254.1685479	253.8590803	254.6644962	254.3222335	254.0729393	254.3861923	254.0775022	254.8814396	254.540039	254.2913727	254.6038367	254.2959242	256.1831001	255.8468722	255.6019736	255.9097033	255.6064562	258.3525342	258.0249276	257.7863084	258.0861476	257.790676	260.5219683	260.202983	259.9706433	260.2625919	259.9748959	262.6914025	262.3810383	262.1549781	262.4390362	262.1591158
226636_at	538.8102741	215.5723377	336.7992989	360.2623798	447.9699104	536.1665962	214.5448494	335.1656759	358.5114413	445.7804342	534.8447572	214.0311053	334.3488644	357.6359721	444.6856962	533.5229183	213.5173612	333.5320528	356.7605029	443.5909581	525.5918845	210.4348964	328.6311836	351.5076875	437.0225298	512.3734948	205.2974552	320.4630683	342.7529952	426.0751492	499.1551051	200.1600139	312.294953	333.9983028	415.1277686	485.9367154	195.0225726	304.1268377	325.2436105	404.180388	435.1401569	208.8736014	293.7324743	310.1566309	371.5519023	433.2895824	208.1543596	292.5889382	308.930974	370.019269	432.3642951	207.7947388	292.0171701	308.3181455	369.2529524	431.4390078	207.4351179	291.445402	307.705317	368.4866357	425.8872842	205.2773925	288.0147936	304.0283463	363.8887359	416.6344114	201.6811836	282.2971129	297.9000616	356.2255695	407.3815386	198.0849748	276.5794322	291.771777	348.5624031	398.1286658	194.4887659	270.8617515	285.6434924	340.8992366	331.4700397	202.1748651	250.6656496	260.050882	295.1338942	330.4125686	201.7638698	250.0122004	259.3505066	294.2581038	329.883833	201.5583722	249.6854758	259.0003189	293.8202085	329.3550974	201.3528745	249.3587512	258.6501312	293.3823133	326.1826839	200.1198886	247.3984035	256.5490051	290.754942	320.895328	198.0649121	244.1311574	253.0471281	286.3759897	315.6079721	196.0099356	240.8639113	249.5452512	281.9970375	310.3206162	193.9549591	237.5966652	246.0433743	277.6180853	227.7999225	195.4761289	207.598825	209.9451331	218.7158861	227.5355547	195.3733801	207.4354627	209.7700392	218.4969385	227.4033708	195.3220056	207.3537815	209.6824923	218.3874647	227.2711869	195.2706312	207.2721004	209.5949454	218.2779909	226.4780836	194.9623847	206.7820135	209.0696639	217.6211481	225.1562446	194.4486406	205.9652019	208.1941946	216.52641	223.8344056	193.9348965	205.1483904	207.3187254	215.431672	222.5125666	193.4211524	204.3315789	206.4432562	214.3369339
226677_at	528.0406665	698.3969707	1801.546974	897.9343838	2092.617296	535.8670819	705.3716045	1803.005858	903.9113306	2092.620828	539.7802895	708.8589214	1803.7353	906.8998039	2092.622594	543.6934972	712.3462383	1804.464742	909.8882773	2092.62436	567.1727432	733.2701397	1808.841393	927.8191175	2092.634957	606.3048198	768.1433087	1816.135812	957.7038512	2092.652618	645.4368964	803.0164777	1823.430231	987.5885849	2092.670279	684.5689731	837.8896468	1830.72465	1017.473319	2092.687939	373.938947	493.1883599	1265.393362	632.8645491	1469.142588	379.4174378	498.0706036	1266.414581	637.0484118	1469.14506	382.1566831	500.5117254	1266.92519	639.1403432	1469.146296	384.8959285	502.9528472	1267.4358	641.2322746	1469.147533	401.3314007	517.5995782	1270.499456	653.7838627	1469.15495	428.7238543	542.0107965	1275.605549	674.7031763	1469.167313	456.1163079	566.4220149	1280.711642	695.6224899	1469.179675	483.5087616	590.8332332	1285.817735	716.5418035	1469.192038	219.8372275	287.9797492	729.2397505	367.7947144	845.6678792	222.9677936	290.7696027	729.823304	370.1854931	845.6692921	224.5330767	292.1645294	730.1150808	371.3808825	845.6699985	226.0983598	293.5594562	730.4068576	372.5762718	845.670705	235.4900582	301.9290168	732.1575181	379.7486079	845.6749436	251.1428888	315.8782844	735.0752857	391.7025014	845.6820079	266.7957195	329.827552	737.9930533	403.6563949	845.6890723	282.4485501	343.7768196	740.9108208	415.6102883	845.6961367	65.735508	82.77113841	193.0861388	102.7248797	222.1931709	66.51814953	83.46860179	193.2320271	103.3225744	222.1935241	66.9094703	83.81733348	193.3049713	103.6214217	222.1937008	67.30079106	84.16606517	193.3779155	103.9202691	222.1938774	69.64871566	86.25845531	193.8155806	105.7133531	222.194937	73.56192332	89.74577222	194.5450225	108.7018265	222.1967031	77.47513099	93.23308912	195.2744644	111.6902998	222.1984692	81.38833865	96.72040602	196.0039063	114.6787732	222.2002353
226811_at	109.3473454	56.77956163	46.03694259	73.11261946	54.99098038	114.4651866	62.16024177	51.47133583	78.41163431	60.38060343	117.0241072	64.85058184	54.18853245	81.06114174	63.07541495	119.5830278	67.54092191	56.90572906	83.71064916	65.77022648	134.9365515	83.68296234	73.20890878	99.60769372	81.93909562	160.5257576	110.586363	100.380875	126.102768	108.8872109	186.1149637	137.4897638	127.5528411	152.5978422	135.8353261	211.7041699	164.3931645	154.7248073	179.0929165	162.7834413	269.1129373	232.3154886	224.7956553	243.7486291	231.0634818	272.6954261	236.0819647	228.5997306	247.4579395	234.8362179	274.4866706	237.9652028	230.5017682	249.3125947	236.722586	276.277915	239.8484408	232.4038058	251.1672499	238.608954	287.0253815	251.1478691	243.8160316	262.2951811	249.9271624	304.9378258	269.9802496	262.836408	280.8417331	268.7908431	322.8502701	288.8126301	281.8567843	299.3882851	287.6545238	340.7627144	307.6450106	300.8771606	317.9348371	306.5182044	428.8785291	407.8514156	403.554368	414.3846388	407.1359831	430.9256656	410.0036877	405.7281253	416.5042447	409.2918324	431.9492339	411.0798237	406.815004	417.5640477	410.369757	432.9728021	412.1559597	407.9018826	418.6238507	411.4476816	439.1142116	418.6127759	414.4231545	424.9826685	417.9152292	449.349894	429.3741362	425.291941	435.5806982	428.6944753	459.5855765	440.1354965	436.1607274	446.1787279	439.4737214	469.8212589	450.8968568	447.0295139	456.7767576	450.2529675	588.644121	583.3873426	582.3130807	585.0206484	583.2084845	589.1559051	583.9254107	582.8565201	585.5505499	583.7474468	589.4117972	584.1944447	583.1282397	585.8155007	584.016928	589.6676893	584.4634787	583.3999594	586.0804514	584.2864091	591.2030416	586.0776827	585.0302774	587.6701558	585.903296	593.7619622	588.7680228	587.747474	590.3196633	588.5981076	596.3208829	591.4583629	590.4646706	592.9691707	591.2929191	598.8798035	594.1487029	593.1818672	595.6186781	593.9877306
226884_at	4.293051702	7.44941096	5.09629672	5.760198654	3.660381859	6.065845054	9.206422516	6.865073847	7.525656271	5.436338561	6.95224173	10.08492829	7.74946241	8.40838508	6.324316911	7.838638406	10.96343407	8.633850974	9.291113888	7.212295262	13.15701846	16.23446874	13.94018235	14.58748674	12.54016537	22.02098522	25.01952652	22.78406799	23.41477483	21.41994887	30.88495198	33.8045843	31.62795362	32.24206291	30.29973238	39.74891874	42.58964207	40.47183926	41.069351	39.17951588	7.724783733	9.934235214	8.287055246	8.7517866	7.281914843	8.965739079	11.1641433	9.525199234	9.987606932	8.525084534	9.586216752	11.77909735	10.14427123	10.6055171	9.14666938	10.20669443	12.39405139	10.76334322	11.22342726	9.768254225	13.92956046	16.08377566	14.47777519	14.93088826	13.4977633	20.1343372	22.2333161	20.66849513	21.10998992	19.71361175	26.33911393	28.38285655	26.85921508	27.28909158	25.92946021	32.54389066	34.53239699	33.04993502	33.46819324	32.14530866	11.15651576	12.41905947	11.47781377	11.74337455	10.90344783	11.8656331	13.12186409	12.18532462	12.44955759	11.61383051	12.22019178	13.4732664	12.53908005	12.80264912	11.96902185	12.57475045	13.82466871	12.89283547	13.15574064	12.32421319	14.70210247	15.93308258	15.01536803	15.27428978	14.45536123	18.24768917	19.44710569	18.55292228	18.80520501	18.00727463	21.79327588	22.9611288	22.09047653	22.33612025	21.55918803	25.33886258	26.47515191	25.62803079	25.86703548	25.11110144	14.5882478	14.90388372	14.6685723	14.73496249	14.52498081	14.76552713	15.07958488	14.84545001	14.91150825	14.70257648	14.8541668	15.16743545	14.93388887	14.99978113	14.79137432	14.94280647	15.25528603	15.02232772	15.08805401	14.88017215	15.47464447	15.7823895	15.55296086	15.6176913	15.41295916	16.36104115	16.66089528	16.43734942	16.50042011	16.30093751	17.24743782	17.53940105	17.32173799	17.38314892	17.18891586	18.1338345	18.41790683	18.20612655	18.26587772	18.07689421
227030_at	1898.72548	3139.240341	1435.460357	2291.26259	637.7301326	1890.580059	3124.892346	1429.631262	2281.154484	635.8896888	1886.507349	3117.718349	1426.716715	2276.100431	634.9694669	1882.434639	3110.544352	1423.802167	2271.046378	634.049245	1857.998377	3067.500367	1406.314882	2240.72206	628.5279136	1817.271274	2995.760393	1377.169408	2190.181529	619.3256947	1776.544172	2924.020419	1348.023933	2139.640999	610.1234757	1735.817069	2852.280445	1318.878459	2089.100468	600.9212567	1332.676827	2201.03723	1008.391241	1607.452804	449.9800837	1326.975032	2190.993633	1004.310874	1600.37713	448.6917731	1324.124135	2185.971835	1002.270691	1596.839293	448.0476178	1321.273238	2180.950037	1000.230508	1593.301455	447.4034624	1304.167855	2150.819248	987.9894086	1572.074433	443.5385305	1275.658883	2100.601266	967.5875764	1536.696061	437.0969772	1247.149911	2050.383284	947.1857442	1501.31769	430.6554239	1218.640939	2000.165302	926.783912	1465.939319	424.2138706	766.6281737	1262.834118	581.3221246	923.6430178	262.2300349	763.3700055	1257.09492	578.9904867	919.5997754	261.4938574	761.7409214	1254.225321	577.8246677	917.5781542	261.1257686	760.1118373	1251.355722	576.6588487	915.556533	260.7576798	750.3373327	1234.138129	569.6639348	903.4268057	258.5491473	734.0464916	1205.442139	558.005745	883.2105935	254.8682597	717.7556505	1176.746149	546.3475551	862.9943813	251.1873721	701.4648095	1148.05016	534.6893653	842.7781692	247.5064845	200.5795207	324.6310069	154.2530084	239.8332317	74.479986	199.7649787	323.1962074	153.6700989	238.8224211	74.29594162	199.3577076	322.4788076	153.3786442	238.3170158	74.20391943	198.9504366	321.7614079	153.0871895	237.8116105	74.11189724	196.5068104	317.4570094	151.338461	234.7791787	73.5597641	192.4341002	310.283012	148.4239135	229.7251257	72.63954221	188.3613899	303.1090146	145.5093661	224.6710726	71.71932031	184.2886797	295.9350172	142.5948186	219.6170196	70.79909841
227034_at	587.3656628	205.0562492	201.193023	341.3916899	288.5636398	584.4746435	204.076777	200.2328669	339.7305405	287.1666307	583.0291339	203.5870409	199.7527889	338.8999658	286.4681261	581.5836242	203.0973047	199.2727108	338.0693911	285.7696215	572.9105663	200.1588881	196.3922425	333.0859428	281.578594	558.4554699	195.261527	191.5914621	324.7801956	274.5935481	544.0003734	190.3641658	186.7906816	316.4744485	267.6085022	529.545277	185.4668047	181.9899012	308.1687014	260.6234563	1247.103536	979.4869462	976.7826879	1074.921755	1037.94212	1245.079822	978.8013157	976.1105786	1073.75895	1036.964213	1244.067965	978.4585004	975.774524	1073.177548	1036.47526	1243.056109	978.1156851	975.4384694	1072.596146	1035.986307	1236.984968	976.0587934	973.4221416	1069.107732	1033.052588	1226.866401	972.6306406	970.0615952	1063.293709	1028.163055	1216.747833	969.2024879	966.7010489	1057.479686	1023.273523	1206.629266	965.7743351	963.3405026	1051.665663	1018.383991	1906.841409	1753.917643	1752.372353	1808.45182	1787.320599	1905.685001	1753.525854	1751.98829	1807.78736	1786.761796	1905.106797	1753.32996	1751.796259	1807.45513	1786.482394	1904.528593	1753.134065	1751.604228	1807.1229	1786.202992	1901.05937	1751.958699	1750.452041	1805.129521	1784.526581	1895.277332	1749.999754	1748.531728	1801.807222	1781.732563	1889.495293	1748.04081	1746.611416	1798.484923	1778.938544	1883.713254	1746.081865	1744.691104	1795.162624	1776.144526	2566.579282	2528.34834	2527.962018	2541.981884	2536.699079	2566.29018	2528.250393	2527.866002	2541.815769	2536.559378	2566.145629	2528.201419	2527.817994	2541.732712	2536.489528	2566.001078	2528.152446	2527.769986	2541.649654	2536.419677	2565.133772	2527.858604	2527.48194	2541.15131	2536.000575	2563.688262	2527.368868	2527.001862	2540.320735	2535.30207	2562.242753	2526.879132	2526.521783	2539.49016	2534.603566	2560.797243	2526.389396	2526.041705	2538.659585	2533.905061
227036_at	201.8402138	237.2732572	601.1453407	310.5426511	701.9612821	200.8825651	236.1384433	598.1911663	309.0414902	698.503028	200.4037407	235.5710363	596.7140791	308.2909098	696.773901	199.9249164	235.0036294	595.236992	307.5403293	695.044774	197.0519702	231.5991876	586.3744689	303.0368466	684.6700118	192.2637266	225.9251179	571.6035971	295.5310421	667.3787415	187.4754831	220.2510482	556.8327254	288.0252376	650.0874712	182.6872395	214.5769786	542.0618536	280.519433	632.7962009	348.1379639	372.9410943	627.6515527	424.22967	698.2227116	347.4676098	372.1467245	625.5836306	423.1788573	695.8019338	347.1324327	371.7495396	624.5496696	422.653451	694.5915449	346.7972557	371.3523548	623.5157086	422.1280447	693.381156	344.7861934	368.9692455	617.3119424	418.9756068	686.1188224	341.4344228	364.9973967	606.9723322	413.7215436	674.0149332	338.0826523	361.025548	596.632722	408.4674805	661.911044	334.7308818	357.0536992	586.2931117	403.2134173	649.8071548	494.4357139	508.6089313	654.1577647	537.9166888	694.4841412	494.0526544	508.1550057	652.9760949	537.3162245	693.1008396	493.8611247	507.9280429	652.38526	537.0159923	692.4091888	493.6695949	507.7010801	651.7944252	536.7157601	691.717538	492.5204165	506.3393034	648.249416	534.914367	687.5676331	490.6051191	504.0696755	642.3410673	531.9120452	680.651125	488.6898216	501.8000477	636.4327185	528.9097234	673.7346169	486.7745242	499.5304198	630.5243698	525.9074016	666.8181088	640.733464	644.2767683	680.6639767	651.6037077	690.7455708	640.6376991	644.1632869	680.3685592	651.4535916	690.3997454	640.5898167	644.1065462	680.2208505	651.3785336	690.2268327	640.5419342	644.0498055	680.0731418	651.3034755	690.05392	640.2546396	643.7093613	679.1868895	650.8531272	689.0164438	639.7758153	643.1419544	677.7098023	650.1025468	687.2873167	639.2969909	642.5745474	676.2327151	649.3519663	685.5581897	638.8181665	642.0071404	674.755628	648.6013859	683.8290627
227174_at	800.8834173	261.0091629	282.997806	460.01938	414.5999129	797.057539	259.8826559	281.7613557	457.8978218	412.7054521	795.1445999	259.3194024	281.1431306	456.8370428	411.7582217	793.2316607	258.7561489	280.5249055	455.7762637	410.8109914	781.7540258	255.3766278	276.8155548	449.4115894	405.127609	762.6246343	249.7440927	270.6333036	438.8037989	395.6553051	743.4952429	244.1115576	264.4510523	428.1960083	386.1830013	724.3658514	238.4790224	258.2688011	417.5882177	376.7106974	1260.451431	882.5394532	897.9315033	1021.846605	990.0529781	1257.773316	881.7508982	897.0659881	1020.361514	988.7268556	1256.434259	881.3566208	896.6332305	1019.618969	988.0637943	1255.095202	880.9623433	896.2004729	1018.876424	987.400733	1247.060857	878.5966786	893.6039274	1014.421152	983.4223654	1233.670283	874.653904	889.2763516	1006.995698	976.7917527	1220.279709	870.7111294	884.9487757	999.5702449	970.16114	1206.889135	866.7683548	880.6211999	992.1447915	963.5305273	1720.019445	1504.069743	1512.865201	1583.67383	1565.506043	1718.489094	1503.619141	1512.37062	1582.825207	1564.748259	1717.723918	1503.393839	1512.12333	1582.400895	1564.369367	1716.958742	1503.168538	1511.87604	1581.976584	1563.990475	1712.367689	1501.816729	1510.3923	1579.430714	1561.717122	1704.715932	1499.563715	1507.9194	1575.187598	1557.9282	1697.064175	1497.310701	1505.446499	1570.944482	1554.139279	1689.412419	1495.057687	1502.973599	1566.701365	1550.350357	2179.587459	2125.600034	2127.798898	2145.501055	2140.959109	2179.204871	2125.487383	2127.675253	2145.288899	2140.769663	2179.013577	2125.431058	2127.61343	2145.182822	2140.674939	2178.822283	2125.374732	2127.551608	2145.076744	2140.580216	2177.67452	2125.03678	2127.180673	2144.440276	2140.011878	2175.761581	2124.473527	2126.562448	2143.379497	2139.064648	2173.848642	2123.910273	2125.944223	2142.318718	2138.117417	2171.935702	2123.34702	2125.325997	2141.257939	2137.170187
